Season,Series Ep Number,Season Ep Number,SeasonEpisode,Title,Directed by,Written by,Original Air Date,US Viewers(MMs),Summary,Category,Is Mulder Here?,Location,Location (commas removed),Latitude,Longitude
7,161,22,Seas7Ep22,"""Requiem""",Kim Manners,Chris Carter,"May 21, 2000",15.26,"Mulder and Scully return to the site of their first investigation together when a series of abductions take place. However, Scully's failing health, and Mulder's concern that she is in danger, cause him to take her off the case. Meanwhile, the Cigarette-Smoking Manâ€”on his deathbedâ€”reunites with Marita Covarrubias and Krycek in an attempt to revive the project.",Secret Government,Mulder is here,"Roseburg, Oregon",Roseburg Oregon,43.210497,-123.34528
8,162,1,Seas8Ep1,"""Within""",Kim Manners,Chris Carter,"November 5, 2000",15.87,"An FBI taskforce is organized to hunt for Fox Mulder but Dana Scully suspects the taskforce leader, Special Agent John Doggett, and instead chooses to search for her lost partner with Walter Skinner.",'Monster of the Week'/Other,Mulder is not here,"Eagar, Arizona",Eagar Arizona,34.110989,-109.289546
8,163,2,Seas8Ep2,"""Without""",Kim Manners,Chris Carter,"November 12, 2000",15.1,"At a remote school in the Arizona desert, Doggett, Scully, Gibson and Skinner â€“ as well as a host of students and agents â€“ do not know whom to trust as the bounty hunter works among them; and â€“ in a spaceship close by â€“ Mulder is experimented on.",'Monster of the Week'/Other,Mulder is not here,"Eagar, Arizona",Eagar Arizona,34.110989,-109.289546
8,164,3,Seas8Ep3,"""Patience""",Chris Carter,Chris Carter,"November 19, 2000",13.3,"Having been assigned to the X-Files, John Doggett joins Scully to investigate a series of gruesome killings that appear to be the work of a bat-like creature. This being their first case together, Scully and Doggett find that their investigative techniques are less than similar.",Murder,Mulder is not here,"Burley, Idaho",Burley Idaho,42.538116,-113.793261
8,165,4,Seas8Ep4,"""Roadrunners""",Rod Hardy,Vince Gilligan,"November 26, 2000",13.6,"Working alone, Scully pursues a cult that worship a slug-like organism; but in her efforts to save an injured stranger, she discovers she's in over her head.",Cults,Mulder might be here,"Sugarville, Utah",Sugarville Utah,39.465302,-112.648598
8,166,5,Seas8Ep5,"""Invocation""",Richard Compton,David Amann,"December 3, 2000",13.9,"Having been kidnapped for ten years, a little boy mysteriously reappears but has not aged one bit. While the case stirs up painful memories for Doggett, suspicion stirs that the boy is not all he seems.",'Monster of the Week'/Other,Mulder is not here,"Durant, Oklahoma",Durant Oklahoma,33.991879,-96.387254
8,167,6,Seas8Ep6,"""Redrum""",Peter Markle,Steven Maeda & Daniel Arkin,"December 10, 2000",13.2,"After his wife is murdered, a lawyer friend of Doggett's tries to clear his name of the crime but the days regress backwards.",Murder,Mulder is not here,"Baltimore, Marlyand",Baltimore Marlyand,39.56106,-76.96838
8,168,7,Seas8Ep7,"""Via Negativa""",Tony Wharmby,Frank Spotnitz,"December 17, 2000",12.37,"Doggett and Skinner work to avert the murderous spree of a religious cult leader, while Scully takes time off to deal with the early stages of her pregnancy.",Murder,Mulder is not here,"Pittsburgh, Pennsylvania",Pittsburgh Pennsylvania,40.442169,-79.994945
8,169,8,Seas8Ep8,"""Surekill""",Terrence O'Hara,Greg Walker,"January 7, 2001",13.3,"The fatal shooting of a realtor while alone in a cinderblock jail cell has Doggett hoping motive will yield more than method, but they soon learn that there is more to this case than meets the eye.",'Monster of the Week'/Other,Mulder is not here,"Worcester, Massachusetts",Worcester Massachusetts,42.262073,-71.802278
8,170,9,Seas8Ep9,"""Salvage""",Rod Hardy,Jeffrey Bell,"January 14, 2001",11.7,"Doggett and Scully encounter a dead man who is still living â€“ only somewhat changed. What they discover is a man made of metal, enacting vengeance on those he believes created him.",'Monster of the Week'/Other,Mulder is not here,"Muncie, Indiana",Muncie Indiana,40.193655,-85.386524
8,171,10,Seas8Ep10,"""Badlaa""",Tony Wharmby,John Shiban,"January 21, 2001",11.8,"When a mystic smuggles himself out of India, Scully and Doggett give chase as his murderous spree starts terrorizing two families in suburban Washington, D.C. But Scully soon comes upon a crisis of faith when she realizes how dissimilar her techniques are from Mulder, even as she tries to be the believer.",Murder,Mulder is not here,"Cheverly, Maryland",Cheverly Maryland,38.927709,-76.912982
8,172,11,Seas8Ep11,"""The Gift""",Kim Manners,Frank Spotnitz,"February 4, 2001",14.6,"Doggett comes upon an old case about a professed 'soul-eater' that Mulder kept secret from Scully, which he hopes will ultimately prove the truth behind Mulder's abduction.",Alien,Mulder is not here,"Shamokin, Pennsylvania",Shamokin Pennsylvania,40.78776,-76.557105
8,173,12,Seas8Ep12,"""Medusa""",Richard Compton,Frank Spotnitz,"February 11, 2001",13.8,"A string of bizarre deaths in the tunnels of the Boston subway system sees Doggett join a team of professionals underground to investigate. Meanwhile, Scully has to defy the train authorities above land, who are determined to get the trains up and running within hours.",'Monster of the Week'/Other,Mulder is not here,"Boston, Massachusetts",Boston Massachusetts,42.358894,-71.056742
8,174,13,Seas8Ep13,"""Per Manum""",Kim Manners,Chris Carter & Frank Spotnitz,"February 18, 2001",16,Scully becomes personally involved when she encounters several women who had no way of naturally conceiving but who claim to have been abducted and impregnated with alien babies.,Alien,Mulder might be here,"Baltimore, Marlyand",Baltimore Marlyand,39.56106,-76.96838
8,175,14,Seas8Ep14,"""This Is Not Happening""",Kim Manners,Chris Carter & Frank Spotnitz,"February 25, 2001",16.9,"Doggett calls on another agent, Monica Reyes, to assist in the Mulder case, but Scully's fears about finding him come to a head with the sudden recovery of abductees seized at the same time.",'Monster of the Week'/Other,Mulder is not here,"Helena, Montana",Helena Montana,46.59107,-112.020458
8,176,15,Seas8Ep15,"""Deadalive""",Tony Wharmby,Chris Carter & Frank Spotnitz,"April 1, 2001",12.4,"Three months after Mulder's funeral, a former abductee awakens from the dead and Scully pins her hopes on resurrecting her partner. Meanwhile, Alex Krycek offers Skinner a loathsome deal which he claims can save Mulder's life.",'Monster of the Week'/Other,Mulder is here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
8,177,16,Seas8Ep16,"""Three Words""",Tony Wharmby,Chris Carter & Frank Spotnitz,"April 8, 2001",7.7,"Mulder secretly conducts his own investigation after a man is gunned down on the White House lawn attempting to inform the President of a planned alien invasion. However, he is soon in over his head as he tries to expose further evidence of colonization.",Alien,Mulder is here,"Washington, D.C.",Washington D.C.,38.892062,-77.019912
8,178,17,Seas8Ep17,"""Empedocles""",Barry K. Thomas,Greg Walker,"April 22, 2001",12.46,Reyes enlists Mulder's help investigating a killer's connection to the unsolved homicide of Doggett's son but Mulder soon finds himself clashing with Doggett.,Murder,Mulder is not here,"New Orleans, Louisiana",New Orleans Louisiana,29.950621,-90.074948
8,179,18,Seas8Ep18,"""Vienen""",Rod Hardy,Steven Maeda,"April 29, 2001",11.8,"Mulder and Doggett are asked to investigate several deaths aboard an oil rig, but Mulder is convinced the rig is carrying an alien black oil; meanwhile a heavily pregnant Scully attempts to protect Mulder in absentia.",Alien,Mulder is not here,Gulf of Mexico,Gulf of Mexico,25,-90
8,180,19,Seas8Ep19,"""Alone""",Frank Spotnitz,Frank Spotnitz,"May 6, 2001",12.7,"With Scully on maternity leave, Doggett is paired with an enthusiastic young agent named Layla Harrison who knows everything about the X-Files, and her apotheosis of Mulder and Scully leads to him learning a thing or two. But when Harrison and Doggett disappear, Mulder defies orders in an attempt to find them.",'Monster of the Week'/Other,Mulder is not here,"Ellicott, New York",Ellicott New York,42.734402,-78.731697
8,181,20,Seas8Ep20,"""Essence""",Kim Manners,Chris Carter,"May 13, 2001",12.8,"Mulder, Skinner and Doggett come up against the horrible consequences of the Syndicate's pact with the aliens, as a hybrid attempts to erase all evidence of the tests â€“ including Scully's soon-to-be-born baby. The men call on Reyes, and â€“ reluctantly â€“ Alex Krycek to help them.",Alien,Mulder is not here,"Alexandria, Virginia",Alexandria Virginia,38.804665,-77.043614
8,182,21,Seas8Ep21,"""Existence""",Kim Manners,Chris Carter,"May 20, 2001",14,"Mulder, Doggett and Skinner face off with the alien replicants as they desperately try to expose the conspiracy within the FBI. Meanwhile Scully goes into labor in a remote location, but Reyes soon learns they may be no safer there.",Alien,Mulder is not here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,183,1,Seas9Ep1,"""Nothing Important Happened Today""",Kim Manners,Chris Carter & Frank Spotnitz,"November 11, 2001",10.6,John Doggett begins his investigation of Deputy Director Alvin Kersh and search for Fox Mulder.,'Monster of the Week'/Other,Mulder is not here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,184,2,Seas9Ep2,"""Nothing Important Happened Today II""",Tony Wharmby,Chris Carter & Frank Spotnitz,"November 18, 2001",9.4,"Shannon McMahon, a former Marine associate of Doggett's, reveals to Doggett that she is a ""Super Soldier."" This leads them to a clandestine laboratory where secret experiments are taking place aboard a naval ship.",'Monster of the Week'/Other,Mulder is not here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,185,3,Seas9Ep3,"""DÃ¦monicus""",Frank Spotnitz,Frank Spotnitz,"December 2, 2001",8.7,"With Dana Scully reassigned to the Quantico Training Academy, Doggett and Monica Reyes investigate their first X-File together—a series of satanic ritual killings.",Murder,Mulder is not here,"Weston, West Virginia",Weston West Virginia,39.048712,-80.474003
9,186,4,Seas9Ep4,"""4-D""",Tony Wharmby,Steven Maeda,"December 9, 2001",8.9,A vicious murderer threatens Doggett and Reyes and then vanishes. Doggett is shot and Brad Follmer discovers that Reyes' gun was used.,Murder,Mulder is not here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,187,5,Seas9Ep5,"""Lord of the Flies""",Kim Manners,Thomas Schnauz,"December 16, 2001",9.9,"Scully, Doggett and Reyes investigate when a teenager dies while performing a daredevil feat for a television show, but his death is soon revealed to be caused by a disturbing family secret.",'Monster of the Week'/Other,Mulder is not here,"Sherman Oaks, Los Angeles, California",Sherman Oaks Los Angeles California,34.1511,-118.448303
9,188,6,Seas9Ep6,"""Trust No 1""",Tony Wharmby,Chris Carter & Frank Spotnitz,"January 6, 2002",8.4,"Scully is hopeful about reuniting with Mulder when a complete stranger offers new information about what drove him into hiding. Yet her trust in the stranger may place Mulder in even more danger. The tagline of this episode is ""They're Watching.""",'Monster of the Week'/Other,Mulder is here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,189,7,Seas9Ep7,"""John Doe""",Michelle MacLaren,Vince Gilligan,"January 13, 2002",8.7,"With no knowledge of his identity or his past, Doggett is found wandering a dusty Mexican town. While he struggles to piece together his memory, he finds himself embroiled in a smuggling plot. Across the border Scully and Reyes attempt to find him.",'Monster of the Week'/Other,Mulder is not here,"Villa Hidalgo, Jalisco, Mexico",Villa Hidalgo Jalisco Mexico,21.67704,-102.58762
9,190,8,Seas9Ep8,"""Hellbound""",Kim Manners,David Amann,"January 27, 2002",7.8,"Reyes takes the lead while investigating an X-File case surrounding a man found skinned alive. When she discovers that he had visions of a similar thing, she calls on Scully's expertise to help with the investigation.",'Monster of the Week'/Other,Mulder might be here,"Lawrenceville, Virginia",Lawrenceville Virginia,36.757785,-77.847153
9,191,9,Seas9Ep9,"""Provenance""",Kim Manners,Chris Carter & Frank Spotnitz,"March 3, 2002",9.7,"When rubbings from the spaceship resurface, the FBI hides its investigation from the X-Files. Meanwhile, Scully is forced to take drastic measures when she discovers a threat to William.",'Monster of the Week'/Other,Mulder might be here,"Calgary, Alberta, Canada",Calgary Alberta Canada,51.046362,-114.05803
9,192,10,Seas9Ep10,"""Providence""",Chris Carter,Chris Carter & Frank Spotnitz,"March 10, 2002",8.4,"Distrustful of both Skinner and Follmer, Scully circumvents the FBI's investigation into William's kidnapping and performs her own, assisted by Reyes and The Lone Gunmen.",Secret Government,Mulder might be here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,193,11,Seas9Ep11,"""Audrey Pauley""",Kim Manners,Steven Maeda,"March 17, 2002",8,"Awakening in a surreal hospital—which a companion believes to be Death's Waiting Room—after being hit by a car, a comatose Reyes struggles to wake herself up before her organ donor card is acted upon.",'Monster of the Week'/Other,Mulder might be here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,194,12,Seas9Ep12,"""Underneath""",John Shiban,John Shiban,"March 31, 2002",7.3,"Doggett is determined to find an error in the DNA evidence that freed the convicted ""Screwdriver Killer"", whom he nearly caught in the act 13 years earlier.",Murder,Mulder is not here,"New York, New York",New York New York,40.713054,-74.007228
9,195,13,Seas9Ep13,"""Improbable""",Chris Carter,Chris Carter,"April 7, 2002",9.1,"In the race to catch a serial killer, Scully and Reyes find themselves relying on numerology, their powers of deduction, and a mysterious, card-playing stranger.",Murder,Mulder might be here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,196,14,Seas9Ep14,"""Scary Monsters""",Dwight Little,Thomas Schnauz,"April 14, 2002",8.2,Special agent Leyla Harrison takes Reyes and Doggett on a drive into the mountains after a woman stabs herself repeatedly and her widowed husband refuses to let anyone see their son.,'Monster of the Week'/Other,Mulder is not here,"Fairhope, Pennsylvania",Fairhope Pennsylvania,39.848902,-78.793372
9,197,15,Seas9Ep15,"""Jump the Shark""",Cliff Bole,Vince Gilligan & John Shiban & Frank Spotnitz,"April 21, 2002",8.6,"When Morris Fletcher approaches the agents with information related to the ""Super Soldiers"", they turn to The Lone Gunmen. But the Gunmen are already knee-deep in a bio-terrorist's plot which has links to the mysterious Yves Adele Harlow.",Secret Government,Mulder might be here,"Miami Beach, Florida",Miami Beach Florida,25.792236,-80.134852
9,198,16,Seas9Ep16,"""William""",David Duchovny,David Duchovny & Frank Spotnitz,"April 28, 2002",9.3,"Doggett finds a strange, disfigured man in the X-Files office and, on a whim of Scully's, they test his DNA. The surprising answers they find become even more surprising when William's life is put on the line.",'Monster of the Week'/Other,Mulder is not here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
9,199,17,Seas9Ep17,"""Release""",Kim Manners,John Shiban & David Amann,"May 5, 2002",7.8,"When one of Scully's students displays an inordinate ability to profile serial killers, his insights reopen the homicide case of Doggett's son, Luke.",Murder,Mulder is not here,"Mendota, Minnesota",Mendota Minnesota,44.886893,-93.162131
9,200,18,Seas9Ep18,"""Sunshine Days""",Vince Gilligan,Vince Gilligan,"May 12, 2002",10.4,"Doggett, Reyes, Scully and Skinner stumble on to a bizarre homicide case where the main suspect is Oliver Martin, a man with an unusual obsession with The Brady Bunch.",'Monster of the Week'/Other,Mulder is not here,"Van Nuys, Los Angeles, California",Van Nuys Los Angeles California,34.186699,-118.448097
9,201,19,Seas9Ep19,"""The Truth""",Kim Manners,Chris Carter,"May 19, 2002",13.25,"After not knowing Mulder's whereabouts for the last year, Skinner and Scully learn he's being held for the homicide of a military man he couldn't possibly have killed: Knowle Rohrer, one of the government's secret ""Super Soldiers."" Mulder breaks out of prison with the help of Skinner, Reyes, Doggett, Scully and Alvin Kersh. Mulder and Scully travel to New Mexico where Black helicopters destroy an Anasazi cliff dwelling ruin along with the Cigarette Smoking Man.",Secret Government,Mulder is not here,"Mount Weather Emergency Operations Center, Virginia",Mount Weather Emergency Operations Center Virginia,39.014,-77.96209
9,202,20,Seas9Ep20,"""The Truth""",Kim Manners,Chris Carter,"May 19, 2002",13.25,"After not knowing Mulder's whereabouts for the last year, Skinner and Scully learn he's being held for the homicide of a military man he couldn't possibly have killed: Knowle Rohrer, one of the government's secret ""Super Soldiers."" Mulder breaks out of prison with the help of Skinner, Reyes, Doggett, Scully and Alvin Kersh. Mulder and Scully travel to New Mexico where Black helicopters destroy an Anasazi cliff dwelling ruin along with the Cigarette Smoking Man.",Secret Government,Mulder is not here,"Mount Weather Emergency Operations Center, Virginia",Mount Weather Emergency Operations Center Virginia,39.014,-77.96209
10,203,1,Seas10Ep1,"""My Struggle""",Chris Carter,Chris Carter,"January 24, 2016",16.19,"Mulder is contacted by Scully at the behest of FBI Assistant Director Walter Skinner, who wants him to meet a right-wing online webcaster named Tad O'Malley. O'Malley claims that the idea of an alien invasion is just a smoke-screen for nefarious government doings, and he claims to have proof.",Secret Government,Mulder is here,"Low Moor, Virginia",Low Moor Virginia,37.791688,-79.879122
10,204,2,Seas10Ep2,"""Founder's Mutation""",James Wong,James Wong,"January 25, 2016",9.67,"With the X-Files now re-opened, Mulder and Scully are assigned to investigate the mysterious suicide death of a geneticist. Their search leads them to a research facility where extreme genetic experimentation has bred subjects possessing strange powers.",'Monster of the Week'/Other,Mulder is here,"Washington, D.C.",Washington D.C.,38.892062,-77.019912
10,205,3,Seas10Ep3,"""Mulder and Scully Meet the Were-Monster""",Darin Morgan,Darin Morgan,"February 1, 2016",8.37,"Mulder and Scully investigate mysterious killings seemingly perpetrated by a were-monster. Eventually, Mulder meets said ""monster"", a lizard-creature, who, after having been bitten by a human, turns into a human during the day.",Murder,Mulder is here,"Sherwood, Oregon",Sherwood Oregon,45.355389,-122.841775
10,206,4,Seas10Ep4,"""Home Again""",Glen Morgan,Glen Morgan,"February 8, 2016",8.31,Scully returns home to cope with a personal tragedy leaving Mulder to solve a homicide that doesn't seem to have been committed by human hands.,'Monster of the Week'/Other,Mulder is here,"Philadelphia, Pennsylvania",Philadelphia Pennsylvania,39.951061,-75.16562
10,207,5,Seas10Ep5,"""Babylon""",Chris Carter,Chris Carter,"February 15, 2016",7.07,"When an art gallery that's showing potentially offensive artwork is bombed, Mulder and Scully seek some way to communicate with the comatose bomber in order to prevent a future attack. Scully seeks answers from neuroscience and Mulder from mysticism.",'Monster of the Week'/Other,Mulder is here,"Uvalde, Texas",Uvalde Texas,29.210991,-99.786769
10,208,6,Seas10Ep6,"""My Struggle II""",Chris Carter,Dr. Anne Simon & Dr. Margaret Fearon & Chris Carter,"February 22, 2016",7.6,"The investigations that Mulder and Scully previously began with conspiracy theorist Tad Oâ€™Malley have awakened powerful enemies. A widespread panic begins as people all over the country suddenly start falling gravely ill, and Scully must look within to try and find a cure. Meanwhile, Mulder confronts the man whom he believes to be behind it all, but another figure from Mulder and Scullyâ€™s past may prove to be the key to their salvation.",'Monster of the Week'/Other,Mulder is here,"Washington, D.C.",Washington D.C.,38.892062,-77.019912
11,209,1,Seas11Ep1,"""My Struggle III""",Chris Carter,Chris Carter,"January 3, 2018",5.15,"Scully is hospitalized after having a seizure brought on by a vision of the future that involved William, her and Mulder's son. Mulder sets out to investigate, inadvertently crossing paths with former Syndicate members Mr. Y and Erika Price, whose mission is to colonize the universe. Walter Skinner is detained by Monica Reyes and the Smoking Man, who offers protection against the coming human-alien war. Skinner seems only interested in helping Mulder and Scully, by looking for William. The Smoking Man reveals that he fathered William by pairing his DNA with aliens and impregnating Scully.",Alien,Mulder is here,"Washington, D.C.",Washington D.C.,38.892062,-77.019912
11,210,2,Seas11Ep2,"""This""",Glen Morgan,Glen Morgan,"January 10, 2018",3.95,"Mulder and Scully are contacted by the virtual consciousness of Richard Langly, which is part of an NSA simulation designed to come to life when participants die. Langly asks his friends to shut down the program because the entities there have become digital slaves and their ideas are being harvested. Mulder discovers that Erika Price is responsible for the simulation and is using it to aid with her own agenda. He buys some time for Scully, who manages to turn off the simulation's servers, which later cannot be found once an FBI team returns to investigate.",A.I.,Mulder is here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
11,211,3,Seas11Ep3,"""Plus One""",Kevin Hooks,Chris Carter,"January 17, 2018",3.95,"Following up on several deaths in which the victims were being stalked by their doppelgÃ¤ngers, Mulder and Scully investigate the Poundstone twins, whose telepathic game of Hangman using people's names proves deadly.",'Monster of the Week'/Other,Mulder is here,"Farmville, Virginia",Farmville Virginia,37.296592,-78.394282
11,212,4,Seas11Ep4,"""The Lost Art of Forehead Sweat""",Darin Morgan,Darin Morgan,"January 24, 2018",3.87,"Reginald Murgatroid covertly meets with Mulder and Scully to discuss the Mandela Effect, their perceived reality, and the origins of The X-Files, including his being part of their team.",'Monster of the Week'/Other,Mulder is here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
11,213,5,Seas11Ep5,"""Ghouli""",James Wong,James Wong,"January 31, 2018",3.64,"Two teenagers attack one another, each believing the other is a monster; Scully experiences sleep paralysis. The two events are connected, leading Mulder and Scully to their son William.",'Monster of the Week'/Other,Mulder is here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
11,214,6,Seas11Ep6,"""Kitten""",Carol Banker,Gabe Rotter,"February 7, 2018",3.74,"Mulder and Scully travel to Mud Lick, a small town in rural Kentucky in search of Walter Skinner, who has disappeared without warning. There they find the town on the verge of hysteria following a series of suspicious deaths, unexplained illnesses and rumours of a monster lurking on the town's outskirts.",'Monster of the Week'/Other,Mulder is here,"Mud Lick, Kentucky",Mud Lick Kentucky,36.7528,-85.780602
11,215,7,Seas11Ep7,"""Rm9sbG93ZXJz""[nb 2]",Glen Morgan,Shannon Hamblin & Kristen Cloke,"February 28, 2018",3.23,"Mulder and Scully dine in a fully automated sushi restaurant. When the hardware starts to glitch, things go awry and they both find themselves hunted by diverse robots. Faced with an overwhelming and life-threatening force, they soon run out of options.",A.I.,Mulder is here,"Washington, D.C.",Washington D.C.,38.892062,-77.019912
11,216,8,Seas11Ep8,"""Familiar""",Holly Dale,Benjamin Van Allen,"March 7, 2018",3.46,"After a brutal animal attack of a little boy in Connecticut, Mulder and Scully discover the town has dark secrets involving the dark forces of witchcraft.",Cults,Mulder is here,"East Windsor, Connecticut",East Windsor Connecticut,41.899986,-72.58032
11,217,9,Seas11Ep9,"""Nothing Lasts Forever""",James Wong,Karen Nielsen,"March 14, 2018",3.01,"When a man is abducted and stripped of his organs, Mulder and Scully find evidence that suggests the crime is a ritual killing. Their investigation leads them to a cult headed by Barbara Beaumont, a reclusive former television star, and her partner Randolph Luvenis. The cult have been consuming the organs of the victims and surgically conjoining themselves together to try and reverse the ageing process.",Murder,Mulder is here,"The Bronx, New York, New York",The Bronx New York New York,40.826153,-73.920265
11,218,10,Seas11Ep10,"""My Struggle IV""",Chris Carter,Chris Carter,"March 21, 2018",3.43,"Mulder and Scully continue to search for their long lost son, William, while Cigarette Smoking Man pushes to find the secret of the boy and his powers.",Secret Government,Mulder is here,"Quantico, Virginia",Quantico Virginia,38.521522,-77.290605
